Time,Protocol,Length,Source,Destination,bad_packet
186.908249459,0,42,2,1,1
186.91863801,0,42,2,1,1
186.929090368,0,42,2,1,1
186.939366651,0,42,2,1,1
186.949600655,0,42,2,1,1
186.96019481,0,42,2,1,1
186.970499799,0,42,2,1,1
186.980735625,0,42,2,1,1
186.991474019,0,42,2,1,1
187.001876764,0,42,2,1,1
187.012240885,0,42,2,1,1
187.022883775,0,42,2,1,1
187.033299248,0,42,2,1,1
187.043892766,0,42,2,1,1
187.054361272,0,42,2,1,1
187.064638215,0,42,2,1,1
187.07506812,0,42,2,1,1
187.085356154,0,42,2,1,1
187.095655669,0,42,2,1,1
187.106110358,0,42,2,1,1
187.116357879,0,42,2,1,1
187.127022068,0,42,2,1,1
187.137358176,0,42,2,1,1
187.147789825,0,42,2,1,1
187.158351873,0,42,2,1,1
187.168882144,0,42,2,1,1
187.179289861,0,42,2,1,1
187.18960582,0,42,2,1,1
187.200008075,0,42,2,1,1
187.210725821,0,42,2,1,1
187.221079226,0,42,2,1,1
187.231452344,0,42,2,1,1
187.242110597,0,42,2,1,1
187.252623431,0,42,2,1,1
187.262969994,0,42,2,1,1
187.273278191,0,42,2,1,1
187.28370156,0,42,2,1,1
187.29415259,0,42,2,1,1
187.302175598,0,42,2,1,1
187.302201081,0,42,2,1,1
187.30459947,0,42,2,1,1
187.31533566,0,42,2,1,1
187.326011988,0,42,2,1,1
187.330097869,0,42,2,1,1
187.330111624,0,42,2,1,1
187.336358473,0,42,2,1,1
187.346794385,0,42,2,1,1
187.357106134,0,42,2,1,1
187.366052719,0,42,2,1,1
187.366088086,0,42,2,1,1
187.367434032,0,42,2,1,1
187.378003624,0,42,2,1,1
187.388370245,0,42,2,1,1
187.394050379,0,42,2,1,1
187.394078054,0,42,2,1,1
187.394095264,0,42,2,1,1
187.398657493,0,42,2,1,1
187.409179954,0,42,2,1,1
187.420111632,0,42,2,1,1
187.426073349,0,42,2,1,1
187.426143189,0,42,2,1,1
187.430278613,0,42,2,1,1
187.430406019,0,42,2,1,1
187.440822412,0,42,2,1,1
187.451236952,0,42,2,1,1
187.458294829,0,42,2,1,1
187.461723354,0,42,2,1,1
187.462042187,0,42,2,1,1
187.46206554,0,42,2,1,1
187.473041017,0,42,2,1,1
187.483432459,0,42,2,1,1
187.490225166,0,42,2,1,1
187.490287543,0,42,2,1,1
187.490301389,0,42,2,1,1
187.493892263,0,42,2,1,1
187.504183193,0,42,2,1,1
187.514595286,0,42,2,1,1
187.522026882,0,42,2,1,1
187.522054574,0,42,2,1,1
187.524937593,0,42,2,1,1
187.526034061,0,42,2,1,1
187.535439751,0,42,2,1,1
187.546228136,0,42,2,1,1
187.554070551,0,42,2,1,1
187.554097652,0,42,2,1,1
187.554108208,0,42,2,1,1
187.554111786,0,42,2,1,1
187.556631199,0,42,2,1,1
187.567304102,0,42,2,1,1
187.577758004,0,42,2,1,1
187.58821498,0,42,2,1,1
187.590054067,0,42,2,1,1
187.590068461,0,42,2,1,1
187.590076978,0,42,2,1,1
187.598570897,0,42,2,1,1
187.608832857,0,42,2,1,1
187.619403335,0,42,2,1,1
187.622268405,0,42,2,1,1
187.622280308,0,42,2,1,1
187.62229415,0,42,2,1,1
187.629940349,0,42,2,1,1
187.640388739,0,42,2,1,1
187.650033693,0,42,2,1,1
187.650073743,0,42,2,1,1
187.650083677,0,42,2,1,1
187.650841578,0,42,2,1,1
187.66136621,0,42,2,1,1
187.67176658,0,42,2,1,1
187.682220088,0,42,2,1,1
187.682237903,0,42,2,1,1
187.682259093,0,42,2,1,1
187.682391835,0,42,2,1,1
187.692780629,0,42,2,1,1
187.703220485,0,42,2,1,1
187.711755847,0,60,2,4,0
187.711780584,0,60,2,0,0
187.713604624,0,42,2,1,1
187.714038759,0,42,2,1,1
187.714050438,0,42,2,1,1
187.718023199,0,42,2,1,1
187.723885454,0,42,2,1,1
187.734192106,0,42,2,1,1
187.744521402,0,42,2,1,1
187.746053876,0,42,2,1,1
187.746079605,0,42,2,1,1
187.746091946,0,42,2,1,1
187.754830926,0,42,2,1,1
187.766059476,0,42,2,1,1
187.777123885,0,42,2,1,1
187.778034697,0,42,2,1,1
187.778054913,0,42,2,1,1
187.778062301,0,42,2,1,1
187.788558613,0,42,2,1,1
187.799324749,0,42,2,1,1
187.809665546,0,42,2,1,1
187.810033489,0,42,2,1,1
187.810054484,0,42,2,1,1
187.81410105,0,42,2,1,1
187.819974111,0,42,2,1,1
187.830282226,0,42,2,1,1
187.840605337,0,42,2,1,1
187.842035589,0,42,2,1,1
187.842060742,0,42,2,1,1
187.846033099,0,42,2,1,1
187.850947574,0,42,2,1,1
187.861261118,0,42,2,1,1
187.871553582,0,42,2,1,1
187.874031921,0,42,2,1,1
187.874043617,0,42,2,1,1
187.878098108,0,42,2,1,1
187.881952954,0,42,2,1,1
187.892451717,0,42,2,1,1
187.90301711,0,42,2,1,1
187.906042291,0,42,2,1,1
187.910035377,0,42,2,1,1
187.910061481,0,42,2,1,1
187.913750849,0,42,2,1,1
187.924117321,0,42,2,1,1
187.934517184,0,42,2,1,1
187.938042765,0,42,2,1,1
187.938093902,0,42,2,1,1
187.93810575,0,42,2,1,1
187.944832924,0,42,2,1,1
187.95514564,0,42,2,1,1
187.965480687,0,42,2,1,1
187.970033665,0,42,2,1,1
187.970069648,0,42,2,1,1
187.974036261,0,42,2,1,1
187.975799826,0,42,2,1,1
187.986151978,0,42,2,1,1
187.996541864,0,42,2,1,1
188.002029422,0,42,2,1,1
188.002042629,0,42,2,1,1
188.002053118,0,42,2,1,1
188.002063086,0,42,2,1,1
188.007082638,0,42,2,1,1
188.017550514,0,42,2,1,1
188.028318736,0,42,2,1,1
188.034120485,0,42,2,1,1
188.034252288,0,42,2,1,1
188.03431149,0,42,2,1,1
188.038624888,0,42,2,1,1
188.049918343,0,42,2,1,1
188.060892705,0,42,2,1,1
188.066031724,0,42,2,1,1
188.066057786,0,42,2,1,1
188.066066885,0,42,2,1,1
188.071170262,0,42,2,1,1
188.082295517,0,42,2,1,1
188.0938191,0,42,2,1,1
188.098048591,0,42,2,1,1
188.098074939,0,42,2,1,1
188.102152901,0,42,2,1,1
188.10419741,0,42,2,1,1
188.115068869,0,42,2,1,1
188.125588862,0,42,2,1,1
188.130038857,0,42,2,1,1
188.134136698,0,42,2,1,1
188.134357996,0,42,2,1,1
188.136071511,0,42,2,1,1
188.146509415,0,42,2,1,1
188.157318614,0,42,2,1,1
188.162044986,0,42,2,1,1
188.16207272,0,42,2,1,1
188.162083774,0,42,2,1,1
188.168447129,0,42,2,1,1
188.18039956,0,42,2,1,1
188.190964133,0,42,2,1,1
188.194049617,0,42,2,1,1
188.198085755,0,42,2,1,1
188.19818042,0,42,2,1,1
188.202209243,0,42,2,1,1
188.213094433,0,42,2,1,1
188.223488364,0,42,2,1,1
188.226049275,0,42,2,1,1
188.226070657,0,42,2,1,1
188.230036226,0,42,2,1,1
188.23448241,0,42,2,1,1
188.245769082,0,42,2,1,1
188.25651889,0,42,2,1,1
188.258217559,0,42,2,1,1
188.25824566,0,42,2,1,1
188.262109165,0,42,2,1,1
188.266833314,0,42,2,1,1
188.277256406,0,42,2,1,1
188.287656171,0,42,2,1,1
188.290199351,0,42,2,1,1
188.290212104,0,42,2,1,1
188.294039847,0,42,2,1,1
188.298372183,0,42,2,1,1
188.308712839,0,42,2,1,1
188.319573019,0,42,2,1,1
188.322334586,0,42,2,1,1
188.322339928,0,42,2,1,1
188.32234405,0,42,2,1,1
188.326059816,0,42,2,1,1
188.326071798,0,42,2,1,1
188.330563185,0,42,2,1,1
188.341040883,0,42,2,1,1
188.351769674,0,42,2,1,1
188.354117005,0,42,2,1,1
188.354169761,0,42,2,1,1
188.354185424,0,42,2,1,1
188.354210784,0,42,2,1,1
188.354235884,0,42,2,1,1
188.362136592,0,42,2,1,1
188.372480244,0,42,2,1,1
188.383226793,0,42,2,1,1
188.386197802,0,42,2,1,1
188.390033466,0,42,2,1,1
188.390070217,0,42,2,1,1
188.390081544,0,42,2,1,1
188.390084876,0,42,2,1,1
188.393678179,0,42,2,1,1
188.404609119,0,42,2,1,1
188.415255026,0,42,2,1,1
188.418095275,0,42,2,1,1
188.422030183,0,42,2,1,1
188.42205455,0,42,2,1,1
188.422062586,0,42,2,1,1
188.42207622,0,42,2,1,1
188.422081554,0,42,2,1,1
188.425810467,0,42,2,1,1
188.436679788,0,42,2,1,1
188.450065007,0,42,2,1,1
188.45014335,0,42,2,1,1
188.45016379,0,42,2,1,1
188.450180207,0,42,2,1,1
188.450235159,0,42,2,1,1
188.450248201,0,42,2,1,1
188.450271312,0,42,2,1,1
188.46132264,0,42,2,1,1
188.471518165,0,42,2,1,1
188.482096213,0,42,2,1,1
188.482210754,0,42,2,1,1
188.482230498,0,42,2,1,1
188.482368386,0,42,2,1,1
188.486114778,0,42,2,1,1
188.486252293,0,42,2,1,1
188.486350065,0,42,2,1,1
188.492745703,0,42,2,1,1
188.503773104,0,42,2,1,1
188.51408255,0,42,2,1,1
188.514172484,0,42,2,1,1
188.514195529,0,42,2,1,1
188.514233105,0,42,2,1,1
188.514250525,0,42,2,1,1
188.514266486,0,42,2,1,1
188.515976534,0,42,2,1,1
188.526431637,0,42,2,1,1
188.537500286,0,42,2,1,1
188.54608894,0,42,2,1,1
188.546158706,0,42,2,1,1
188.546195296,0,42,2,1,1
188.546212133,0,42,2,1,1
188.546221475,0,42,2,1,1
188.546235476,0,42,2,1,1
188.54875785,0,42,2,1,1
188.559681005,0,42,2,1,1
188.571090666,0,42,2,1,1
188.578037256,0,42,2,1,1
188.578060932,0,42,2,1,1
188.578068081,0,42,2,1,1
188.578071883,0,42,2,1,1
188.58188848,0,42,2,1,1
188.582065611,0,42,2,1,1
188.582103625,0,42,2,1,1
188.582114074,0,42,2,1,1
188.582121395,0,42,2,1,1
188.592489193,0,42,2,1,1
188.604106389,0,42,2,1,1
188.610063058,0,42,2,1,1
188.614064206,0,42,2,1,1
188.614167216,0,42,2,1,1
188.614197575,0,42,2,1,1
188.614223351,0,42,2,1,1
188.614251784,0,42,2,1,1
188.614874961,0,42,2,1,1
188.626428885,0,42,2,1,1
188.637664305,0,42,2,1,1
188.642039002,0,42,2,1,1
188.642074471,0,42,2,1,1
188.642087396,0,42,2,1,1
188.642095331,0,42,2,1,1
188.642102246,0,42,2,1,1
188.642107556,0,42,2,1,1
188.648952381,0,42,2,1,1
188.659708807,0,42,2,1,1
188.670548586,0,42,2,1,1
188.67402847,0,42,2,1,1
188.674052476,0,42,2,1,1
188.674062101,0,42,2,1,1
188.674069783,0,42,2,1,1
188.674074119,0,42,2,1,1
188.674079319,0,42,2,1,1
188.682604787,0,42,2,1,1
188.693267464,0,42,2,1,1
188.703754242,0,42,2,1,1
188.706051776,0,42,2,1,1
188.70606867,0,42,2,1,1
188.70608418,0,42,2,1,1
188.70609041,0,42,2,1,1
188.710036844,0,42,2,1,1
188.710066004,0,42,2,1,1
188.713249083,0,60,2,4,0
188.713431107,0,60,2,0,0
188.714585733,0,42,2,1,1
188.724968932,0,42,2,1,1
188.735950834,0,42,2,1,1
188.738032159,0,42,2,1,1
188.738053861,0,42,2,1,1
188.738082125,0,42,2,1,1
188.742043584,0,42,2,1,1
188.742095608,0,42,2,1,1
188.742105267,0,42,2,1,1
188.746963578,0,42,2,1,1
188.757653629,0,42,2,1,1
188.767993727,0,42,2,1,1
188.770036433,0,42,2,1,1
188.77005891,0,42,2,1,1
188.774044397,0,42,2,1,1
188.774067366,0,42,2,1,1
188.77408816,0,42,2,1,1
188.774100166,0,42,2,1,1
188.778374661,0,42,2,1,1
188.788655959,0,42,2,1,1
188.800425726,0,42,2,1,1
188.80209949,0,42,2,1,1
188.802192863,0,42,2,1,1
188.802228254,0,42,2,1,1
188.802248749,0,42,2,1,1
188.802300787,0,42,2,1,1
188.802314181,0,42,2,1,1
188.811024225,0,42,2,1,1
188.821330602,0,42,2,1,1
188.832017136,0,42,2,1,1
188.834032778,0,42,2,1,1
188.834051779,0,42,2,1,1
188.834061927,0,42,2,1,1
188.834082202,0,42,2,1,1
188.83408581,0,42,2,1,1
188.834091715,0,42,2,1,1
188.84230354,0,42,2,1,1
188.85261379,0,42,2,1,1
188.86290143,0,42,2,1,1
188.866045311,0,42,2,1,1
188.86606518,0,42,2,1,1
188.870158241,0,42,2,1,1
188.870178581,0,42,2,1,1
188.870188251,0,42,2,1,1
188.870192673,0,42,2,1,1
188.873237158,0,42,2,1,1
188.883553221,0,42,2,1,1
188.894131217,0,42,2,1,1
188.89805221,0,42,2,1,1
188.898075903,0,42,2,1,1
188.89808823,0,42,2,1,1
188.898092471,0,42,2,1,1
188.898096628,0,42,2,1,1
188.90202817,0,42,2,1,1
188.904471012,0,42,2,1,1
188.91473755,0,42,2,1,1
188.925157139,0,42,2,1,1
188.930077821,0,42,2,1,1
188.930162956,0,42,2,1,1
188.930200114,0,42,2,1,1
188.930222782,0,42,2,1,1
188.930227219,0,42,2,1,1
188.930231307,0,42,2,1,1
188.935603584,0,42,2,1,1
188.946112684,0,42,2,1,1
188.962040037,0,42,2,1,1
188.962080383,0,42,2,1,1
188.96208753,0,42,2,1,1
188.966039858,0,42,2,1,1
188.966071524,0,42,2,1,1
188.966078174,0,42,2,1,1
188.994036558,0,42,2,1,1
188.99407716,0,42,2,1,1
188.998037535,0,42,2,1,1
188.998095818,0,42,2,1,1
188.998104895,0,42,2,1,1
188.998109414,0,42,2,1,1
189.030094308,0,42,2,1,1
189.030132432,0,42,2,1,1
189.030141273,0,42,2,1,1
189.030151006,0,42,2,1,1
189.03015746,0,42,2,1,1
189.030161371,0,42,2,1,1
189.030166047,0,42,2,1,1
189.058200634,0,42,2,1,1
189.058224736,0,42,2,1,1
189.058234201,0,42,2,1,1
189.058241001,0,42,2,1,1
189.058245444,0,42,2,1,1
189.058249621,0,42,2,1,1
189.090033586,0,42,2,1,1
189.090070054,0,42,2,1,1
189.090081711,0,42,2,1,1
189.090088257,0,42,2,1,1
189.090095043,0,42,2,1,1
189.090098926,0,42,2,1,1
189.122123963,0,42,2,1,1
189.122160245,0,42,2,1,1
189.12217109,0,42,2,1,1
189.122179567,0,42,2,1,1
189.122186265,0,42,2,1,1
189.122190865,0,42,2,1,1
189.154049211,0,42,2,1,1
189.154072,0,42,2,1,1
189.154079669,0,42,2,1,1
189.154099912,0,42,2,1,1
189.154103877,0,42,2,1,1
189.154109567,0,42,2,1,1
189.186107206,0,42,2,1,1
189.186232875,0,42,2,1,1
189.186251698,0,42,2,1,1
189.186288252,0,42,2,1,1
189.186308637,0,42,2,1,1
189.186324596,0,42,2,1,1
189.218145653,0,42,2,1,1
189.21827487,0,42,2,1,1
189.222034488,0,42,2,1,1
189.222061118,0,42,2,1,1
189.222073242,0,42,2,1,1
189.222083959,0,42,2,1,1
189.250154051,0,42,2,1,1
189.25412297,0,42,2,1,1
189.254207481,0,42,2,1,1
189.254220708,0,42,2,1,1
189.254225622,0,42,2,1,1
189.254231452,0,42,2,1,1
189.282092262,0,42,2,1,1
189.282159017,0,42,2,1,1
189.282174826,0,42,2,1,1
189.282186517,0,42,2,1,1
189.282204395,0,42,2,1,1
189.28221302,0,42,2,1,1
189.314087796,0,42,2,1,1
189.314175988,0,42,2,1,1
189.314209289,0,42,2,1,1
189.314231266,0,42,2,1,1
189.314285719,0,42,2,1,1
189.314294391,0,42,2,1,1
189.34609005,0,42,2,1,1
189.346190183,0,42,2,1,1
189.346260385,0,42,2,1,1
189.346278308,0,42,2,1,1
189.346319273,0,42,2,1,1
189.346341131,0,42,2,1,1
189.378044548,0,42,2,1,1
189.378075946,0,42,2,1,1
189.378087051,0,42,2,1,1
189.378092177,0,42,2,1,1
189.378115602,0,42,2,1,1
189.378122237,0,42,2,1,1
189.410033876,0,42,2,1,1
189.410058134,0,42,2,1,1
189.410069829,0,42,2,1,1
189.410078361,0,42,2,1,1
189.410084823,0,42,2,1,1
189.410089652,0,42,2,1,1
189.442053216,0,42,2,1,1
189.442085371,0,42,2,1,1
189.442097691,0,42,2,1,1
189.44210565,0,42,2,1,1
189.442115566,0,42,2,1,1
189.442124014,0,42,2,1,1
189.474123183,0,42,2,1,1
189.474179533,0,42,2,1,1
189.474205267,0,42,2,1,1
189.478084093,0,42,2,1,1
189.478200644,0,42,2,1,1
189.478373424,0,42,2,1,1
189.506080995,0,42,2,1,1
189.506143435,0,42,2,1,1
189.506150504,0,42,2,1,1
189.510039825,0,42,2,1,1
189.51009112,0,42,2,1,1
189.51013278,0,42,2,1,1
189.538054934,0,42,2,1,1
189.538148152,0,42,2,1,1
189.53817528,0,42,2,1,1
189.538195111,0,42,2,1,1
189.538215675,0,42,2,1,1
189.538361135,0,42,2,1,1
189.570079351,0,42,2,1,1
189.570164778,0,42,2,1,1
189.570186602,0,42,2,1,1
189.570196304,0,42,2,1,1
189.570209902,0,42,2,1,1
189.602325731,0,42,2,1,1
189.606133887,0,42,2,1,1
189.606151175,0,42,2,1,1
189.606156372,0,42,2,1,1
189.606160853,0,42,2,1,1
189.606177935,0,42,2,1,1
189.606191323,0,42,2,1,1
189.634072896,0,42,2,1,1
189.6342023,0,42,2,1,1
189.63420835,0,42,2,1,1
189.634212405,0,42,2,1,1
189.638096404,0,42,2,1,1
189.638137834,0,42,2,1,1
189.666031801,0,42,2,1,1
189.66606814,0,42,2,1,1
189.666075033,0,42,2,1,1
189.666099491,0,42,2,1,1
189.666105484,0,42,2,1,1
189.670080034,0,42,2,1,1
189.698110482,0,42,2,1,1
189.698146404,0,42,2,1,1
189.698156345,0,42,2,1,1
189.698163973,0,42,2,1,1
189.698174844,0,42,2,1,1
189.698188229,0,42,2,1,1
189.714870908,0,60,2,0,0
189.714913565,0,60,2,4,0
189.730035512,0,42,2,1,1
189.730075694,0,42,2,1,1
189.73008642,0,42,2,1,1
189.730097378,0,42,2,1,1
189.730101768,0,42,2,1,1
189.730106746,0,42,2,1,1
189.762037262,0,42,2,1,1
189.76206823,0,42,2,1,1
189.762124092,0,42,2,1,1
189.762133335,0,42,2,1,1
189.766041678,0,42,2,1,1
189.766172626,0,42,2,1,1
189.794061899,0,42,2,1,1
189.79410205,0,42,2,1,1
189.794113583,0,42,2,1,1
189.79412143,0,42,2,1,1
189.794129022,0,42,2,1,1
189.79415341,0,42,2,1,1
189.82605101,0,42,2,1,1
189.826084764,0,42,2,1,1
189.826095992,0,42,2,1,1
189.826103825,0,42,2,1,1
189.826111905,0,42,2,1,1
189.82611785,0,42,2,1,1
189.858053841,0,42,2,1,1
189.858105008,0,42,2,1,1
189.858112056,0,42,2,1,1
189.858115908,0,42,2,1,1
189.858151222,0,42,2,1,1
189.85816116,0,42,2,1,1
189.890247803,0,42,2,1,1
189.890285656,0,42,2,1,1
189.890297294,0,42,2,1,1
189.890305016,0,42,2,1,1
189.890328914,0,42,2,1,1
189.890342979,0,42,2,1,1
189.922177952,0,42,2,1,1
189.926236832,0,42,2,1,1
189.926277891,0,42,2,1,1
189.926285352,0,42,2,1,1
189.926304157,0,42,2,1,1
189.92631106,0,42,2,1,1
189.954124698,0,42,2,1,1
189.954161431,0,42,2,1,1
189.954175227,0,42,2,1,1
189.954182328,0,42,2,1,1
189.954196067,0,42,2,1,1
189.954201947,0,42,2,1,1
189.986337726,0,42,2,1,1
189.986361813,0,42,2,1,1
189.9863726,0,42,2,1,1
190.018035052,0,42,2,1,1
190.018080349,0,42,2,1,1
190.018093585,0,42,2,1,1
190.054084527,0,42,2,1,1
190.054117198,0,42,2,1,1
190.054124104,0,42,2,1,1
190.08203733,0,42,2,1,1
190.082070788,0,42,2,1,1
190.082081299,0,42,2,1,1
190.114065143,0,42,2,1,1
190.114101284,0,42,2,1,1
190.118048993,0,42,2,1,1
190.146035314,0,42,2,1,1
190.14606114,0,42,2,1,1
190.146069254,0,42,2,1,1
190.178048049,0,42,2,1,1
190.178079893,0,42,2,1,1
190.178095301,0,42,2,1,1
190.210033841,0,42,2,1,1
190.210059738,0,42,2,1,1
190.210073743,0,42,2,1,1
190.242224569,0,42,2,1,1
190.24226252,0,42,2,1,1
190.242269859,0,42,2,1,1
190.274090627,0,42,2,1,1
190.274197117,0,42,2,1,1
190.274275487,0,42,2,1,1
190.306036991,0,42,2,1,1
190.306062444,0,42,2,1,1
190.306070835,0,42,2,1,1
190.338078937,0,42,2,1,1
190.33810725,0,42,2,1,1
190.338118637,0,42,2,1,1
190.370045481,0,42,2,1,1
190.37010024,0,42,2,1,1
190.374045472,0,42,2,1,1
190.402075276,0,42,2,1,1
190.402114263,0,42,2,1,1
190.40212786,0,42,2,1,1
190.434189974,0,42,2,1,1
190.434295126,0,42,2,1,1
190.434312687,0,42,2,1,1
190.466047125,0,42,2,1,1
190.466072761,0,42,2,1,1
190.466087409,0,42,2,1,1
190.49803395,0,42,2,1,1
190.498078668,0,42,2,1,1
190.498085083,0,42,2,1,1
190.530075608,0,42,2,1,1
190.530138375,0,42,2,1,1
190.530150592,0,42,2,1,1
190.566052156,0,42,2,1,1
190.566096011,0,42,2,1,1
190.56610343,0,42,2,1,1
190.594075335,0,42,2,1,1
190.594115707,0,42,2,1,1
190.626199474,0,42,2,1,1
190.626248793,0,42,2,1,1
190.626261288,0,42,2,1,1
190.658242741,0,42,2,1,1
190.662035916,0,42,2,1,1
190.662092485,0,42,2,1,1
190.690676677,0,42,2,1,1
190.690712209,0,42,2,1,1
190.690719394,0,42,2,1,1
190.716201093,0,60,2,4,0
190.716230922,0,60,2,0,0
190.722107642,0,42,2,1,1
190.722136815,0,42,2,1,1
190.726056193,0,42,2,1,1
190.75405242,0,42,2,1,1
190.754129793,0,42,2,1,1
190.758190195,0,42,2,1,1
190.78604702,0,42,2,1,1
190.78608232,0,42,2,1,1
190.786097361,0,42,2,1,1
190.818116439,0,42,2,1,1
190.818333729,0,42,2,1,1
190.818354956,0,42,2,1,1
190.850047461,0,42,2,1,1
190.850078668,0,42,2,1,1
190.850090837,0,42,2,1,1
190.882105356,0,42,2,1,1
190.882144213,0,42,2,1,1
190.882158093,0,42,2,1,1
190.91429003,0,42,2,1,1
190.914326322,0,42,2,1,1
190.914340462,0,42,2,1,1
190.9464209,0,42,2,1,1
190.946471031,0,42,2,1,1
190.950312762,0,42,2,1,1
190.978143239,0,42,2,1,1
190.978171258,0,42,2,1,1
190.978179109,0,42,2,1,1
191.458035774,0,42,2,0,1
191.48803156,0,42,0,3,0
191.716546106,0,60,2,4,0
191.716572403,0,60,2,0,0
192.717068403,0,60,2,4,0
192.717144787,0,60,2,0,0
193.717902986,0,60,2,4,0
193.717936649,0,60,2,0,0
193.968249611,0,42,2,1,1
193.978518838,0,42,2,1,1
193.989092482,0,42,2,1,1
194.010176726,0,42,2,1,1
194.031506331,0,42,2,1,1
194.041968722,0,42,2,1,1
194.052437348,0,42,2,1,1
194.06301626,0,42,2,1,1
194.073598266,0,42,2,1,1
194.083999255,0,42,2,1,1
194.094446689,0,42,2,1,1
194.104752937,0,42,2,1,1
194.115331241,0,42,2,1,1
194.125943776,0,42,2,1,1
194.136217517,0,42,2,1,1
194.146615758,0,42,2,1,1
194.157328651,0,42,2,1,1
194.167900162,0,42,2,1,1
194.178176279,0,42,2,1,1
194.188535304,0,42,2,1,1
194.198862797,0,42,2,1,1
194.209216219,0,42,2,1,1
194.21959232,0,42,2,1,1
194.230009768,0,42,2,1,1
194.240628348,0,42,2,1,1
194.251155927,0,42,2,1,1
194.261670069,0,42,2,1,1
194.271951661,0,42,2,1,1
194.28228594,0,42,2,1,1
194.292768643,0,42,2,1,1
194.303223716,0,42,2,1,1
194.313582946,0,42,2,1,1
194.323927605,0,42,2,1,1
194.334400805,0,42,2,1,1
194.344664665,0,42,2,1,1
194.355156384,0,42,2,1,1
194.365500925,0,42,2,1,1
194.375877361,0,42,2,1,1
194.386251515,0,42,2,1,1
194.396778809,0,42,2,1,1
194.407223101,0,42,2,1,1
194.417703763,0,42,2,1,1
194.428118921,0,42,2,1,1
194.4385555,0,42,2,1,1
194.448958178,0,42,2,1,1
194.459716644,0,42,2,1,1
194.470207144,0,42,2,1,1
194.481285925,0,42,2,1,1
194.491547314,0,42,2,1,1
194.501901867,0,42,2,1,1
194.512222524,0,42,2,1,1
194.522463809,0,42,2,1,1
194.532685447,0,42,2,1,1
194.543183385,0,42,2,1,1
194.553554543,0,42,2,1,1
194.564218467,0,42,2,1,1
194.574868834,0,42,2,1,1
194.585314924,0,42,2,1,1
194.595811098,0,42,2,1,1
194.606312777,0,42,2,1,1
194.616889362,0,42,2,1,1
194.627380398,0,42,2,1,1
194.637795155,0,42,2,1,1
194.648092684,0,42,2,1,1
194.658466803,0,42,2,1,1
194.66880826,0,42,2,1,1
194.679125154,0,42,2,1,1
194.68943786,0,42,2,1,1
194.699763695,0,42,2,1,1
194.710270958,0,42,2,1,1
194.718720987,0,60,2,4,0
194.718760075,0,60,2,0,0
194.720814663,0,42,2,1,1
194.731138681,0,42,2,1,1
194.741456367,0,42,2,1,1
194.751759745,0,42,2,1,1
194.762407474,0,42,2,1,1
194.772956397,0,42,2,1,1
194.783425234,0,42,2,1,1
194.794389306,0,42,2,1,1
194.804855168,0,42,2,1,1
194.815193833,0,42,2,1,1
194.825773051,0,42,2,1,1
194.836089818,0,42,2,1,1
194.846422648,0,42,2,1,1
194.85683609,0,42,2,1,1
194.867379663,0,42,2,1,1
194.877882512,0,42,2,1,1
194.888256797,0,42,2,1,1
194.898638025,0,42,2,1,1
194.909144303,0,42,2,1,1
194.91944172,0,42,2,1,1
194.929792522,0,42,2,1,1
194.940301449,0,42,2,1,1
194.950638707,0,42,2,1,1
194.960974765,0,42,2,1,1
194.97140584,0,42,2,1,1
194.978104691,0,42,2,1,1
194.98167265,0,42,2,1,1
194.992312743,0,42,2,1,1
195.003020248,0,42,2,1,1
195.01021335,0,42,2,1,1
195.013388226,0,42,2,1,1
195.014035719,0,42,2,1,1
195.023753994,0,42,2,1,1
195.037171993,0,42,2,1,1
195.042037893,0,42,2,1,1
195.042068688,0,42,2,1,1
195.042085514,0,42,2,1,1
195.049035994,0,42,2,1,1
195.059734798,0,42,2,1,1
195.070137821,0,42,2,1,1
195.074034939,0,42,2,1,1
195.074068463,0,42,2,1,1
195.074082849,0,42,2,1,1
195.080853464,0,42,2,1,1
195.092307912,0,42,2,1,1
195.102740588,0,42,2,1,1
195.106106861,0,42,2,1,1
195.106227359,0,42,2,1,1
195.106297113,0,42,2,1,1
195.113203584,0,42,2,1,1
195.124344508,0,42,2,1,1
195.135239897,0,42,2,1,1
195.138091335,0,42,2,1,1
195.138233131,0,42,2,1,1
195.138274407,0,42,2,1,1
195.145615412,0,42,2,1,1
195.156083213,0,42,2,1,1
195.166560808,0,42,2,1,1
195.170035448,0,42,2,1,1
195.17006577,0,42,2,1,1
195.17007753,0,42,2,1,1
195.17712711,0,42,2,1,1
195.187763205,0,42,2,1,1
195.198225965,0,42,2,1,1
195.202051249,0,42,2,1,1
195.202076701,0,42,2,1,1
195.202084023,0,42,2,1,1
195.209360425,0,42,2,1,1
195.219782592,0,42,2,1,1
195.230180023,0,42,2,1,1
195.234039132,0,42,2,1,1
195.234070426,0,42,2,1,1
195.23408296,0,42,2,1,1
195.240964125,0,42,2,1,1
195.251527161,0,42,2,1,1
195.261987641,0,42,2,1,1
195.270040735,0,42,2,1,1
195.270072528,0,42,2,1,1
195.270088785,0,42,2,1,1
195.272390632,0,42,2,1,1
195.28281228,0,42,2,1,1
195.293124595,0,42,2,1,1
195.29815907,0,42,2,1,1
195.298181653,0,42,2,1,1
195.298190894,0,42,2,1,1
195.303688692,0,42,2,1,1
195.314014033,0,42,2,1,1
195.3244107,0,42,2,1,1
195.33009002,0,42,2,1,1
195.330119544,0,42,2,1,1
